"loan_amnt","term","int_rate","installment","grade","emp_length","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","recoveries","collections_12_mths_ex_med","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","class"
20000," 36 months",14.64,689.79,"C","7 years","MORTGAGE",90000,"Source Verified","debt_consolidation",10.84,0,"Sep-1997",0,16,1,12010,50,26,0,0,0,0,176163,24000,0
14650," 36 months",11.55,483.45,"B","5 years","MORTGAGE",160000,"Source Verified","debt_consolidation",8.32,2,"Nov-2002",1,10,0,10830,80.8,18,0,0,0,0,202779,13400,0
12000," 36 months",15.61,419.58,"D","10+ years","MORTGAGE",120000,"Source Verified","debt_consolidation",11.8,0,"Oct-2002",2,8,1,17003,82.9,17,0,0,0,0,230111,20500,0
35000," 36 months",14.16,1198.94,"C","10+ years","MORTGAGE",114000,"Verified","other",19.57,1,"Apr-1994",0,13,0,22074,58.4,28,0,0,0,0,419720,37800,0
15000," 36 months",13.11,506.21,"B","3 years","RENT",89900,"Not Verified","debt_consolidation",7.82,0,"Apr-2001",1,8,0,15040,86.4,23,0,0,0,0,15040,17400,0
11500," 36 months",10.16,371.94,"B","7 years","RENT",42000,"Verified","debt_consolidation",32.41,0,"Jun-2002",0,12,0,14322,38.6,27,0,0,0,0,43424,37100,0
20000," 60 months",17.57,503.21,"D","3 years","MORTGAGE",75000,"Verified","debt_consolidation",23.5,0,"Aug-2004",1,15,1,37863,39.3,47,0,0,0,286,265294,69200,0
9450," 36 months",17.27,338.19,"C","10+ years","MORTGAGE",39000,"Verified","home_improvement",20.49,0,"Jul-1996",1,5,1,1428,10.7,15,0,0,0,23828,6064,13400,0
13000," 36 months",16.59,460.84,"D","2 years","MORTGAGE",77821.9,"Not Verified","debt_consolidation",7.73,0,"Mar-2004",0,10,0,5947,50.4,52,0,0,0,0,177068,11800,0
12800," 60 months",13.53,294.73,"B","10+ years","MORTGAGE",75650,"Verified","credit_card",22.87,0,"Jul-1998",1,21,0,35850,78.8,61,0,0,0,50,275621,45500,0
35000," 60 months",20.5,937.06,"E","< 1 year","MORTGAGE",122000,"Source Verified","debt_consolidation",17.05,0,"Oct-1995",0,15,0,56106,64.9,36,0,0,0,0,477298,86400,0
13500," 36 months",10.99,441.91,"B","10+ years","MORTGAGE",72000,"Source Verified","debt_consolidation",22.13,0,"May-1996",1,12,0,45022,77.2,32,0,0,0,0,283678,58300,0
3975," 36 months",21.18,150.13,"E","4 years","RENT",82000,"Not Verified","debt_consolidation",1.83,0,"Aug-2010",1,4,0,2799,93.3,4,0,0,0,0,2799,3000,0
7000," 36 months",13.11,236.23,"B","n/a","MORTGAGE",25000,"Verified","credit_card",13.82,0,"Feb-2002",0,6,0,9142,77.5,19,0,0,0,0,70399,11800,0
10000," 36 months",6.62,307.04,"A","10+ years","MORTGAGE",75000,"Verified","home_improvement",20.7,0,"Jul-1992",1,8,0,18335,73.3,15,0,0,0,0,116058,25000,0
16500," 60 months",15.8,399.5,"C","10+ years","MORTGAGE",48000,"Verified","credit_card",27.55,1,"Jun-1995",1,11,0,32839,81.1,22,0,0,0,0,116188,40500,0
20000," 60 months",12.49,449.86,"B","10+ years","MORTGAGE",75000,"Source Verified","credit_card",4.75,0,"Feb-1993",0,11,0,14050,16.4,30,0,0,0,0,203312,85500,0
10000," 36 months",10.16,323.43,"B","10+ years","MORTGAGE",49550,"Verified","debt_consolidation",22.28,0,"Jun-1999",2,9,0,16350,51.3,36,0,0,0,0,352417,31900,0
7200," 36 months",9.67,231.21,"B","5 years","MORTGAGE",69000,"Source Verified","credit_card",24.05,0,"Feb-2002",4,12,0,30367,70.1,31,0,0,0,226,104938,43300,0
11000," 36 months",10.49,357.48,"B","2 years","MORTGAGE",90000,"Verified","debt_consolidation",24.07,0,"Mar-1992",1,12,1,7516,30.7,49,0,0,0,64,63018,24500,0
2000," 36 months",18.54,72.85,"E","10+ years","MORTGAGE",74000,"Not Verified","other",34.17,0,"May-2004",1,8,0,1974,30.4,19,0,0,0,2257,65908,6500,0
12825," 36 months",17.57,460.9,"D","1 year","RENT",38000,"Source Verified","debt_consolidation",30.23,0,"Nov-2007",3,10,0,10685,60.7,11,0,0,0,0,31233,17600,0
10000," 36 months",13.11,337.47,"B","10+ years","MORTGAGE",50000,"Not Verified","debt_consolidation",17.93,0,"Jun-1994",0,14,0,8407,33.2,29,0,0,0,0,105925,25300,0
10800," 36 months",15.61,377.62,"D","10+ years","OWN",84000,"Not Verified","debt_consolidation",10.02,0,"Aug-2003",2,14,0,8740,55.3,18,0,0,0,331,174261,15800,0
3600," 36 months",6.99,111.15,"A","8 years","RENT",92000,"Source Verified","home_improvement",16.61,0,"Aug-2000",0,11,0,4483,14.5,37,0,0,0,0,64411,31000,0
11000," 36 months",8.39,346.69,"A","9 years","MORTGAGE",65000,"Not Verified","debt_consolidation",7.18,0,"Mar-2000",0,7,1,10336,52.2,9,0,0,0,0,10336,19800,0
13000," 36 months",23.4,505.95,"E","< 1 year","RENT",45000,"Verified","car",5.76,0,"Sep-1990",0,3,0,9768,97.7,8,0,0,0,78,9768,10000,0
3000," 36 months",10.99,98.21,"B","n/a","MORTGAGE",34000,"Verified","debt_consolidation",5.89,0,"Dec-1996",1,10,1,4049,41.3,29,0,0,0,0,62931,9800,0
11700," 36 months",15.22,406.85,"C","10+ years","RENT",35000,"Verified","home_improvement",15.67,0,"Oct-1997",1,15,1,9658,61.1,36,0,0,0,0,10683,15800,0
8400," 36 months",12.12,279.49,"B","2 years","MORTGAGE",71611,"Source Verified","credit_card",29.36,0,"Nov-1999",1,15,0,8419,36.9,45,0,0,0,0,363203,22800,0
35000," 60 months",17.14,872.48,"D","10+ years","OWN",86900,"Verified","credit_card",16.71,0,"Nov-1982",1,12,0,31774,47.9,20,0,0,0,0,39346,66300,0
20000," 36 months",21,753.51,"E","9 years","RENT",1e+05,"Source Verified","debt_consolidation",8.26,0,"Nov-2000",3,15,0,15773,37.2,31,0,0,0,331,20797,42370,0
25000," 60 months",13.65,577.18,"C","7 years","RENT",55000,"Source Verified","debt_consolidation",12.66,0,"Oct-1996",0,7,0,26259,68.6,20,0,0,0,0,31469,38300,0
22800," 60 months",20.2,606.61,"E","8 years","MORTGAGE",65000,"Source Verified","debt_consolidation",25.76,2,"May-1998",0,7,0,20956,88.8,20,0,0,0,0,239391,23600,0
10000," 36 months",8.9,317.54,"A","5 years","RENT",65000,"Not Verified","debt_consolidation",25.53,0,"Nov-1999",0,10,0,7991,38.8,29,0,0,0,0,64920,20600,0
10000," 36 months",10.16,323.43,"B","3 years","RENT",65000,"Not Verified","house",6.13,1,"Dec-2005",3,8,0,0,0,20,0,0,0,0,271209,12434,0
11100," 60 months",19.47,290.82,"D","8 years","MORTGAGE",60000,"Not Verified","debt_consolidation",18.68,1,"Jan-2001",0,11,2,14219,56.9,22,0,0,0,0,93746,25000,0
15550," 60 months",16.99,386.38,"D","6 years","MORTGAGE",65000,"Verified","debt_consolidation",22.95,0,"Sep-2004",0,20,0,13719,60.7,32,0,0,0,0,322873,22600,0
18250," 36 months",11.14,598.7,"B","2 years","MORTGAGE",97000,"Not Verified","debt_consolidation",12.8,0,"Oct-2000",1,7,0,11117,66.6,22,0,0,0,0,212715,16700,0
24000," 36 months",7.12,742.37,"A","10+ years","MORTGAGE",98000,"Verified","debt_consolidation",16.69,0,"Dec-1990",1,13,0,25517,36.9,21,0,0,0,0,303693,69100,0
15000," 36 months",18.85,548.71,"D","2 years","RENT",92000,"Source Verified","debt_consolidation",14.57,1,"Jun-1999",2,10,0,4373,75.4,23,0,0,0,66,43066,5800,0
6075," 36 months",11.14,199.3,"B","7 years","RENT",25000,"Not Verified","debt_consolidation",14.02,0,"Aug-2007",0,10,0,7905,35.9,12,0,0,0,0,9924,22000,0
12000," 36 months",11.99,398.52,"B","7 years","MORTGAGE",45000,"Source Verified","debt_consolidation",22.16,0,"May-1989",1,12,0,10418,68.1,43,0,0,0,0,199589,15300,0
21725," 36 months",6.62,667.04,"A","10+ years","RENT",80000,"Verified","debt_consolidation",21.37,0,"Jul-2000",0,12,0,12113,21.8,18,0,0,0,0,42181,55500,0
5000," 36 months",18.75,182.65,"D","n/a","MORTGAGE",55000,"Source Verified","other",12.28,0,"Mar-1999",1,6,0,4944,39.6,32,0,0,0,148,128328,12500,0
12000," 36 months",9.17,382.55,"B","10+ years","MORTGAGE",60000,"Not Verified","debt_consolidation",9.86,3,"May-2002",0,9,0,6986,67.2,24,0,0,0,0,205061,10400,0
10000," 60 months",18.54,256.89,"E","< 1 year","MORTGAGE",97000,"Not Verified","house",7.7,0,"Jun-2001",4,10,0,5809,9,44,0,0,0,0,351476,64800,0
6000," 36 months",6.03,182.62,"A","7 years","MORTGAGE",76000,"Not Verified","home_improvement",5.34,0,"Dec-2000",1,12,0,2213,3.6,22,0,0,0,0,138177,61500,0
5100," 36 months",19.47,188.16,"D","< 1 year","RENT",25000,"Source Verified","debt_consolidation",24.72,0,"Oct-2004",0,8,0,3719,65.2,14,0,0,0,0,37286,5700,0
35000," 36 months",10.15,1131.82,"B","4 years","RENT",120000,"Source Verified","debt_consolidation",9.93,0,"May-2005",0,8,0,15076,20.1,9,0,0,0,0,41648,75100,0
17625," 36 months",13.05,594.29,"B","6 years","MORTGAGE",39910,"Not Verified","debt_consolidation",14.25,0,"Nov-2005",1,12,0,52,0.6,19,0,0,0,0,24623,7000,0
14000," 60 months",15.59,337.42,"D","1 year","OWN",130000,"Verified","home_improvement",0.46,0,"Aug-2004",0,7,0,609,2,24,0,0,0,0,455166,30200,0
28000," 36 months",13.67,952.5,"B","4 years","MORTGAGE",92000,"Verified","debt_consolidation",13.02,0,"May-1994",0,16,0,46503,72.4,36,0,0,0,0,150351,64200,0
30000," 60 months",13.67,692.93,"C","10+ years","MORTGAGE",78000,"Source Verified","debt_consolidation",21.12,0,"Nov-2003",0,22,0,33692,74.2,44,0,0,0,0,216005,45400,0
2875," 36 months",16.99,102.49,"D","2 years","RENT",48000,"Verified","other",16.12,0,"Mar-2006",0,16,0,0,0,26,0,0,0,0,188808,800,0
10000," 36 months",10.16,323.43,"B","10+ years","RENT",250000,"Verified","credit_card",13.98,0,"Sep-1996",1,8,0,15242,40.4,28,0,0,0,0,75963,37700,0
26400," 60 months",18.25,673.99,"E","10+ years","RENT",60000,"Source Verified","debt_consolidation",33.56,0,"Feb-1997",0,23,0,35681,95.1,38,0,0,0,0,73181,37500,0
1875," 36 months",18.49,68.25,"D","n/a","OWN",60000,"Verified","debt_consolidation",24.36,0,"Mar-1993",1,8,0,9358,69.8,15,0,0,0,0,13550,13400,0
5000," 36 months",13.98,170.84,"C","< 1 year","OWN",12000,"Source Verified","debt_consolidation",11.1,0,"Feb-2001",1,6,1,5218,17.2,18,0,0,0,0,5218,30400,0
17000," 36 months",8.39,535.79,"A","1 year","MORTGAGE",40000,"Not Verified","debt_consolidation",9.9,0,"Oct-1989",2,12,0,16546,47.1,23,0,0,0,55,73907,35100,0
18000," 36 months",12.12,598.89,"B","1 year","MORTGAGE",41000,"Verified","debt_consolidation",10.95,0,"Nov-2001",0,9,0,8959,65.4,21,0,0,0,0,212083,13700,0
12000," 36 months",14.09,410.66,"B","7 years","MORTGAGE",75000,"Not Verified","credit_card",26.18,0,"Dec-2000",1,17,0,25125,71.5,31,0,0,0,0,200595,35159,0
10800," 36 months",10.99,353.53,"B","3 years","MORTGAGE",45000,"Verified","debt_consolidation",27.09,0,"Jun-1999",0,10,0,5896,25.7,34,0,0,0,67,157251,22900,0
16000," 36 months",12.35,534.11,"B","10+ years","RENT",75000,"Verified","debt_consolidation",30.42,0,"Nov-1999",1,22,0,30900,44.5,53,0,0,0,0,43903,69413,0
9600," 36 months",13.33,324.99,"C","3 years","RENT",24000,"Not Verified","debt_consolidation",18.15,0,"Aug-2000",1,13,0,10854,50.7,21,0,0,0,602,10854,21400,0
15000," 36 months",11.99,498.15,"B","2 years","RENT",70000,"Source Verified","credit_card",10.47,0,"May-1978",0,7,2,5600,36.8,30,0,0,0,0,22053,15200,0
10850," 36 months",17.77,391.01,"D","8 years","OWN",32500,"Verified","debt_consolidation",33.9,5,"Sep-1990",0,7,0,9577,93.9,29,0,0,0,0,21869,10200,0
33575," 60 months",21.18,911.72,"E","1 year","MORTGAGE",115200,"Verified","debt_consolidation",21.92,0,"Jul-1996",0,11,0,21579,66.2,22,0,0,0,0,192148,32600,0
25000," 36 months",7.12,773.3,"A","2 years","MORTGAGE",125000,"Verified","debt_consolidation",15.79,0,"Oct-1998",0,15,0,18995,46.6,32,0,0,0,0,480246,40800,0
17500," 36 months",10.16,566,"B","10+ years","MORTGAGE",147000,"Not Verified","credit_card",9.9,0,"Jan-2002",0,8,0,30265,56.8,29,0,0,0,0,33866,53300,0
12000," 36 months",8.9,381.04,"A","3 years","RENT",45000,"Not Verified","debt_consolidation",14.91,0,"Sep-2007",0,16,0,9520,56.3,25,0,0,0,0,30424,16900,0
12000," 60 months",13.35,275.2,"C","8 years","OWN",78000,"Not Verified","credit_card",20.37,1,"Aug-1992",0,12,0,14523,85.4,28,0,0,0,137,181725,17000,0
4000," 36 months",12.12,133.09,"B","6 years","MORTGAGE",38000,"Not Verified","credit_card",12.06,0,"Apr-1994",0,8,0,3920,60.3,16,0,0,0,0,6850,6500,0
30000," 60 months",14.65,708.2,"C","7 years","OWN",93000,"Verified","debt_consolidation",36.36,0,"Oct-1990",1,41,0,29918,32.4,83,0,0,0,0,92721,92300,0
15000," 36 months",13.11,506.21,"B","4 years","RENT",94917,"Not Verified","house",13.35,0,"May-1996",2,12,0,11749,65.3,23,0,0,0,0,39113,18000,0
12000," 36 months",14.09,410.66,"B","10+ years","MORTGAGE",69000,"Not Verified","debt_consolidation",6.16,0,"Jan-1997",1,8,1,8420,55.8,14,0,0,0,0,125264,15100,0
19000," 36 months",10.16,614.51,"B","2 years","OWN",65000,"Not Verified","debt_consolidation",17.21,0,"Dec-2001",2,15,0,18161,20.1,38,0,0,0,0,33864,90172,0
31300," 36 months",12.12,1041.41,"B","2 years","RENT",70000,"Verified","credit_card",20.4,0,"Mar-1993",0,8,0,53510,43.8,24,0,0,0,0,53510,97000,0
3000," 36 months",14.64,103.47,"C","5 years","MORTGAGE",60000,"Verified","other",3.22,0,"Nov-1995",1,14,1,4374,49.1,30,0,1,0,2638,110545,8900,0
12000," 36 months",8.9,381.04,"A","1 year","MORTGAGE",90000,"Not Verified","debt_consolidation",17.15,0,"Jan-1996",1,10,0,24399,75.5,25,0,0,0,0,243649,32300,0
16200," 36 months",16.29,571.87,"D","2 years","RENT",36000,"Verified","debt_consolidation",33.99,0,"Aug-2000",0,20,0,16202,55.3,35,0,0,0,96,44447,29300,0
3500," 36 months",11.99,116.24,"B","6 years","RENT",35000,"Not Verified","car",4.77,0,"Feb-2008",0,5,0,4185,45,8,0,0,0,0,4185,9300,0
32225," 60 months",25.8,961.02,"G","3 years","OWN",85000,"Verified","debt_consolidation",22.07,0,"Dec-1986",2,17,1,4876,16.9,95,0,0,0,0,152436,29600,0
18425," 60 months",19.99,488.05,"E","4 years","MORTGAGE",78000,"Source Verified","credit_card",9.36,14,"Apr-1999",2,24,1,2546,28.6,52,0,0,0,0,157089,8900,0
25000," 36 months",7.9,782.26,"A","10+ years","MORTGAGE",156000,"Verified","credit_card",1.78,0,"Sep-1985",1,5,0,12186,35.4,34,0,0,0,0,12186,34400,0
10000," 36 months",5.32,301.15,"A","10+ years","MORTGAGE",113000,"Not Verified","credit_card",19.73,0,"Feb-2002",0,12,0,29504,45.5,28,0,0,0,0,255750,64800,0
13500," 36 months",9.67,433.52,"B","8 years","MORTGAGE",35000,"Source Verified","debt_consolidation",20.64,0,"Dec-2000",0,10,0,19277,83.8,23,0,0,0,0,111278,23000,0
22400," 36 months",18.75,818.27,"D","10+ years","MORTGAGE",72000,"Source Verified","debt_consolidation",28.97,0,"Apr-1979",1,25,0,25372,88.7,48,0,0,0,0,192986,28600,0
1200," 36 months",18.99,43.99,"E","< 1 year","RENT",60000,"Verified","debt_consolidation",12.95,0,"May-1996",4,12,0,1214,9.4,26,0,0,0,0,3319,12900,0
28000," 36 months",9.67,899.15,"B","< 1 year","MORTGAGE",98000,"Source Verified","debt_consolidation",28.7,1,"Jan-1995",0,21,0,19668,53.4,43,0,0,0,0,165112,48800,0
12000," 36 months",15.1,416.58,"C","1 year","RENT",40000,"Not Verified","credit_card",8.25,0,"Dec-2007",0,10,0,12650,60.2,14,0,0,0,0,12650,21000,0
10000," 36 months",9.17,318.79,"B","10+ years","MORTGAGE",149847,"Not Verified","debt_consolidation",12.38,1,"Feb-1994",2,13,0,18484,68.7,38,0,0,0,100,656726,26900,0
8850," 36 months",24.99,351.83,"F","10+ years","MORTGAGE",122000,"Verified","debt_consolidation",14.28,0,"Aug-2006",2,10,1,5526,74.7,12,0,0,0,595,434255,7400,0
12000," 36 months",11.99,398.52,"B","3 years","RENT",84000,"Not Verified","debt_consolidation",17.39,0,"May-2006",1,13,0,13467,56.3,19,0,0,0,0,67101,23900,0
18275," 60 months",16.29,447.24,"D","1 year","OWN",52000,"Source Verified","credit_card",24.86,0,"Nov-2000",3,13,0,30720,59.5,25,0,0,0,0,36943,51600,0
2500," 36 months",20.49,93.54,"E","5 years","OWN",31000,"Verified","medical",34.99,0,"Jul-1973",0,9,1,14690,58.5,15,0,0,0,0,25858,25100,0
6000," 36 months",12.29,200.12,"C","< 1 year","MORTGAGE",66000,"Not Verified","debt_consolidation",29.46,0,"Dec-1983",1,19,0,7821,39.1,52,0,0,0,0,209262,20000,0
13775," 60 months",24.99,404.24,"F","7 years","RENT",46000,"Source Verified","debt_consolidation",21.91,0,"Mar-2003",0,8,0,5980,99.7,15,0,0,0,142,51969,6000,0
19200," 60 months",17.27,479.97,"C","2 years","MORTGAGE",63000,"Source Verified","wedding",21.81,0,"Apr-2003",1,19,0,7996,85.1,24,0,0,0,0,226726,9400,0
2400," 36 months",16.2,84.62,"C","7 years","MORTGAGE",63800,"Source Verified","home_improvement",15.35,0,"Mar-2000",0,9,0,5698,83.8,14,0,0,0,0,198829,6800,0
10000," 36 months",17.57,359.38,"D","n/a","MORTGAGE",48000,"Verified","debt_consolidation",10.65,0,"Mar-2006",3,6,0,8036,52.2,7,0,0,0,0,16219,15400,0
12000," 36 months",7.9,375.49,"A","n/a","OWN",48000,"Source Verified","debt_consolidation",14.98,0,"Nov-1998",0,7,1,4014,36.8,20,0,0,0,0,20840,10900,0
5000," 36 months",11.67,165.29,"B","< 1 year","MORTGAGE",56000,"Verified","home_improvement",7.99,0,"Dec-1995",0,6,2,7682,76.8,18,0,0,0,0,130739,10000,0
16300," 36 months",20.49,609.85,"E","n/a","RENT",99440,"Source Verified","debt_consolidation",15.03,2,"Jun-2002",1,12,0,10653,70.1,25,0,0,0,0,42352,15200,0
12000," 36 months",14.09,410.66,"B","< 1 year","MORTGAGE",65000,"Source Verified","debt_consolidation",28.43,1,"Jun-1985",0,7,0,18351,90,12,0,0,0,0,118688,20400,0
22300," 36 months",12.12,741.96,"B","10+ years","RENT",117000,"Not Verified","debt_consolidation",4.17,0,"Jul-1999",0,5,0,16443,54.3,11,0,0,0,0,16443,30308,0
15000," 36 months",18.49,545.99,"D","3 years","RENT",49000,"Not Verified","car",12.59,1,"May-2005",1,11,0,7592,52,14,0,0,0,0,20231,14600,0
10000," 36 months",15.31,348.18,"C","9 years","RENT",40704,"Source Verified","debt_consolidation",24.12,0,"Dec-1997",1,9,0,13463,86.9,23,0,0,0,0,22753,15500,0
2400," 36 months",6.62,73.69,"A","5 years","RENT",45000,"Not Verified","credit_card",9.41,0,"Aug-1990",1,5,0,2209,6.5,21,0,0,0,0,17861,34100,0
15850," 36 months",17.77,571.19,"D","10+ years","RENT",64200,"Not Verified","debt_consolidation",12.24,1,"Feb-2000",1,10,0,4289,44.2,13,0,0,0,0,13180,9700,0
30000," 36 months",11.14,984.16,"B","10+ years","MORTGAGE",275000,"Verified","debt_consolidation",9.47,0,"Sep-1997",0,7,0,31786,36.9,22,0,0,0,145,73924,125970,0
14050," 36 months",14.49,483.55,"C","7 years","MORTGAGE",44000,"Not Verified","debt_consolidation",24.11,0,"Apr-2006",0,6,0,2334,42.4,12,0,0,0,0,16564,5500,0
1600," 36 months",18.75,58.45,"D","< 1 year","RENT",34000,"Not Verified","other",10.52,0,"Sep-2007",2,8,0,2910,16.4,11,0,0,0,0,27832,17700,0
3400," 36 months",9.17,108.39,"B","2 years","RENT",37000,"Not Verified","credit_card",13.8,0,"Jul-2008",0,6,0,2298,18.7,12,0,0,0,0,19359,12300,0
6000," 36 months",14.99,207.97,"C","5 years","RENT",70000,"Not Verified","credit_card",13.89,0,"May-2008",0,7,0,10621,82.3,9,0,0,0,0,21343,12900,0
14400," 36 months",16.29,508.33,"C","6 years","RENT",60000,"Not Verified","debt_consolidation",3.86,0,"Jul-2005",2,7,0,6689,63.1,15,0,0,0,0,6689,10600,0
11700," 36 months",15.8,410.19,"C","4 years","RENT",46000,"Not Verified","debt_consolidation",10.85,0,"Jul-2001",0,14,0,11476,68.7,20,0,0,0,0,23458,16700,0
12000," 36 months",17.27,429.45,"C","10+ years","RENT",82000,"Verified","debt_consolidation",24.29,0,"Oct-1976",3,11,0,9346,71.3,41,0,0,0,0,35776,13100,0
8000," 36 months",16.55,283.44,"D","10+ years","MORTGAGE",30000,"Source Verified","debt_consolidation",12.8,0,"May-2001",1,7,0,8916,95.9,20,0,0,0,0,90919,9300,0
10000," 36 months",9.25,319.17,"A","10+ years","MORTGAGE",52000,"Verified","debt_consolidation",6.99,1,"Nov-2003",0,9,0,8255,41.3,23,0,0,0,0,185637,20000,0
28000," 36 months",10.99,916.56,"B","3 years","RENT",385000,"Source Verified","credit_card",6.65,0,"Feb-1996",0,9,0,41422,68.7,16,0,0,0,0,84185,60300,0
10000," 36 months",18.49,363.99,"D","10+ years","RENT",57000,"Not Verified","debt_consolidation",20.09,1,"Dec-2001",2,9,0,5839,80,28,0,0,0,0,17569,7300,0
21000," 60 months",10.99,456.49,"B","3 years","MORTGAGE",73000,"Source Verified","debt_consolidation",16.55,1,"Feb-2004",1,7,0,16859,68.5,17,0,0,0,0,322105,24600,0
12375," 36 months",12.12,411.74,"B","3 years","RENT",52550,"Not Verified","car",8.68,0,"Oct-2007",1,7,0,2578,36.8,9,0,0,0,0,13075,7000,0
12000," 36 months",7.89,375.43,"A","10+ years","MORTGAGE",50000,"Verified","credit_card",5.71,0,"Jul-2009",0,10,0,9139,30.2,11,0,0,0,0,9139,30300,0
35000," 60 months",14.99,832.47,"C","9 years","MORTGAGE",90000,"Verified","debt_consolidation",12.69,0,"Jun-1993",0,14,0,67154,30.7,32,0,0,0,0,401997,142300,0
16000," 60 months",7.9,323.66,"A","10+ years","MORTGAGE",90000,"Verified","credit_card",15.6,0,"Aug-1997",0,13,0,14814,19,44,0,0,0,0,136739,77800,0
21600," 60 months",17.77,545.8,"D","10+ years","MORTGAGE",55000,"Verified","debt_consolidation",21.58,0,"Nov-1992",1,7,0,13167,73.6,18,0,0,0,0,130915,17900,0
15000," 36 months",8.9,476.3,"A","10+ years","OWN",116000,"Source Verified","debt_consolidation",14.72,0,"Mar-1989",1,21,0,9173,15.9,52,0,0,0,0,55761,57600,0
8000," 36 months",9.67,256.9,"B","5 years","OWN",31000,"Source Verified","credit_card",21.1,0,"Aug-2003",0,8,1,6396,33.3,12,0,0,0,0,24813,19200,0
12000," 36 months",13.98,410.02,"C","9 years","RENT",45000,"Verified","credit_card",21.75,0,"Nov-2005",1,10,0,10208,64.6,23,0,0,0,0,57542,15800,0
15000," 36 months",11.14,492.08,"B","7 years","MORTGAGE",120000,"Not Verified","debt_consolidation",4.31,1,"Sep-1999",1,15,0,9166,24.7,27,0,0,0,0,360410,37100,0
4800," 36 months",14.33,164.83,"C","2 years","RENT",80000,"Not Verified","debt_consolidation",13.55,4,"Sep-1993",2,7,0,5831,74.8,28,0,0,0,0,10977,7800,0
21000," 36 months",20.49,785.69,"E","8 years","MORTGAGE",79000,"Verified","debt_consolidation",24.05,0,"Mar-2005",3,13,0,17214,90.6,28,0,0,0,0,48038,19000,0
7800," 36 months",7.9,244.07,"A","10+ years","MORTGAGE",68000,"Verified","credit_card",18.92,1,"Feb-2003",0,9,0,6357,34.2,19,0,0,0,0,342553,18600,0
9425," 36 months",15.31,328.16,"C","7 years","MORTGAGE",45000,"Source Verified","debt_consolidation",26.96,0,"Mar-1988",2,9,0,6542,79,34,0,0,0,0,33245,8325,0
18000," 60 months",14.16,420.33,"C","10+ years","RENT",52000,"Source Verified","debt_consolidation",25.8,0,"Apr-1990",2,12,0,13196,49.4,32,0,0,0,0,73935,26700,0
6650," 36 months",18.49,242.06,"D","3 years","RENT",30000,"Not Verified","wedding",1.05,0,"Dec-2009",1,5,0,447,5.5,9,0,0,0,0,447,8200,0
30000," 60 months",18.24,765.73,"D","2 years","OWN",90000,"Source Verified","debt_consolidation",15.42,0,"Dec-1995",3,14,0,53128,51.8,28,0,0,0,0,114831,109900,0
